"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"CAPE ADDINGTON",5,"0","0",7,12,2010,621,3,1,"Y","KLS",
"CAPE ADDINGTON",5,"0","0",7,12,2010,612,3,1,"y","LF",
"CAPE ADDINGTON",5,"0","0",6,7,2010,538,3,1,"Y","CJ",
"CAPE ADDINGTON",5,"0","0",6,7,2010,545,3,1,"Y","SF",
"CAPE BARTOLOME",5,"0","0",6,27,2015,61,3,1,"Y","KLS","Otter aerial image count. "
"CAPE BARTOLOME",5,"0","0",6,27,2015,61,3,1,"Y","LF","Otter aerial image count. "
"CAPE BARTOLOME",5,"0","0",3,17,1993,42,1,2,"N",,
"CAPE BARTOLOME",5,"0","0",6,28,2000,5,1,2,"N",,"from ADF&G"
"CAPE BARTOLOME",5,"0","0",6,21,1998,0,1,2,"N",,"Sease & Loughlin 1999"
"CAPE BARTOLOME",5,"0","0",6,21,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CAPE BARTOLOME",5,"0","0",6,12,1994,16,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CAPE BARTOLOME",5,"0","0",7,5,1992,55,1,2,"N",,"Sease et al, 1993"
"CAPE BARTOLOME",5,"0","0",12,3,1994,34,1,2,"N",,"adf&g data sheet"
"CAPE BARTOLOME",5,"0","0",6,7,2010,59,3,1,"Y","SF",
"CAPE BARTOLOME",5,"0","0",6,24,2009,0,4,1,"N",,"logs for chkcnt"
"CAPE BARTOLOME",5,"0","0",7,12,2010,13,3,1,"y","LF",
"CAPE BARTOLOME",5,"0","0",7,5,2002,41,2,5,"N",,"Perryman et al., La Jolla"
"CAPE BARTOLOME",5,"0","0",6,28,2004,10,2,5,"N",,
"CAPE BARTOLOME",5,"0","0",6,7,2010,59,3,1,"Y","CJ",
"CAPE BARTOLOME",5,"0","0",6,8,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE BARTOLOME",5,"0","0",6,23,2013,215,3,1,"n","KLS",
"CAPE BARTOLOME",5,"0","0",7,12,2010,13,3,1,"Y","KLS",
"CAPE BARTOLOME",5,"0","0",6,23,2013,214,3,1,"n","LF",
"CAPE BINGHAM",5,"0","0",6,24,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"CAPE BINGHAM",5,"0","0",6,12,1992,0,1,2,"R",,"from adf&g, fall 2000"
"CAPE BINGHAM",5,"0","0",12,3,1994,0,1,2,"N",,"adf&g data sheet"
"CAPE BINGHAM",5,"0","0",6,20,1998,1,1,2,"N",,"Sease & Loughlin 1999"
"CAPE BINGHAM",5,"0","0",2,1,1996,0,1,2,"N",,"from adf&g, fall 2000"
"CAPE BINGHAM",5,"0","0",6,13,1994,0,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CAPE BINGHAM",5,"0","0",3,13,1993,0,1,2,"N",,"checked to excel spreadsheet"
"CAPE BINGHAM",5,"0","0",6,21,1991,0,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"CAPE BINGHAM",5,"0","0",7,8,1990,0,1,2,"N",,
"CAPE BINGHAM",5,"0","0",7,12,1979,0,99,2,"N",,
"CAPE BINGHAM",5,"0","0",6,20,1989,0,1,2,"N",,"DCM data sheet"
"CAPE BINGHAM",5,"0","0",6,22,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CAPE BINGHAM",5,"0","0",7,17,1982,0,99,2,"N",,"Calkins & Pitcher ?1984"
"CAPE BINGHAM",5,"0","0",6,10,1992,0,1,2,"R",,"from adf&g, fall 2000"
"CAPE BINGHAM",5,"0","0",7,10,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE BINGHAM",5,"0","0",6,7,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE BINGHAM",5,"0","0",6,25,2009,0,4,1,"N",,"logs for chkcnt"
"CAPE BINGHAM",5,"0","0",10,22,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE BINGHAM",5,"0","0",9,28,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE BINGHAM",5,"0","0",8,22,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE BINGHAM",5,"0","0",2,18,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE BINGHAM",5,"0","0",6,8,2010,0,4,1,"N","KLS",
"CAPE BINGHAM",5,"0","0",7,4,2002,0,2,5,"N",,"Perryman et al., La Jolla"
"CAPE BINGHAM",5,"0","0",6,24,2013,0,4,1,"n","KLS, LF",
"CAPE CROSS",5,"1","0",6,24,2015,37,3,1,"Y","LF","Otter aerial image count. "
"CAPE CROSS",5,"1","0",6,24,2015,38,3,1,"Y","KLS","Otter aerial image count. "
"CAPE CROSS",5,"1","0",3,1,2005,214,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE CROSS",5,"1","0",6,16,2004,22,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE CROSS",5,"1","0",2,19,2006,245,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE CROSS",5,"1","0",6,21,1991,145,1,2,"N",,"Merrick et al, 1992 (91 surv), reported by McCallister(adfg) as 145"
"CAPE CROSS",5,"1","0",6,20,1998,0,1,2,"N",,"Sease & Loughlin 1999"
"CAPE CROSS",5,"1","0",6,22,1996,67,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CAPE CROSS",5,"1","0",2,1,1996,540,1,2,"N",,"from adf&g, fall 2000"
"CAPE CROSS",5,"1","0",11,29,1994,395,1,2,"N",,"adf&g data sheet"
"CAPE CROSS",5,"1","0",6,13,1994,128,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CAPE CROSS",5,"1","0",3,13,1993,468,1,2,"N",,"checked to excel spreadsheet"
"CAPE CROSS",5,"1","0",6,10,1992,224,1,2,"R",,"from adf&g"
"CAPE CROSS",5,"1","0",6,24,2000,0,1,2,"N",,"from ADF&G"
"CAPE CROSS",5,"1","0",7,8,1990,128,1,2,"N",,"Calkins et al, ?1986"
"CAPE CROSS",5,"1","0",6,20,1989,227,1,2,"N",,"Loughlin et al, 1992 & DCM data sheet"
"CAPE CROSS",5,"1","0",7,17,1982,0,99,2,"N",,"Calkins & Pitcher ?1984"
"CAPE CROSS",5,"1","0",7,12,1979,0,99,2,"N",,"Calkins & Pitcher ?1984"
"CAPE CROSS",5,"1","0",5,99,1975,350,99,2,"N",,"Calkins & Pitcher ?1984"
"CAPE CROSS",5,"1","0",6,12,1992,197,1,2,"R",,"from adf&g"
"CAPE CROSS",5,"1","0",7,13,2010,0,4,1,"Y","Log",
"CAPE CROSS",5,"1","0",6,7,2008,1,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE CROSS",5,"1","0",6,8,2010,7,4,1,"Y","KLS",
"CAPE CROSS",5,"1","0",6,25,2009,0,4,1,"N",,"logs for chkcnt"
"CAPE CROSS",5,"1","0",6,24,2013,0,4,1,"n","KLS, LF",
"CAPE CROSS",5,"1","0",7,4,2002,1,2,5,"N",,"Perryman et al., La Jolla"
"CAPE FAIRWEATHER",5,"1","0",6,27,2004,0,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CAPE FAIRWEATHER",5,"1","0",6,28,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"CAPE FAIRWEATHER",5,"1","0",3,13,1993,409,1,2,"N",,"checked to excel spreadsheet"
"CAPE FAIRWEATHER",5,"1","0",6,24,2000,0,1,2,"N",,"from ADF&G"
"CAPE FAIRWEATHER",5,"1","0",6,22,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CAPE FAIRWEATHER",5,"1","0",11,29,1994,0,1,2,"N",,"adf&g data sheet"
"CAPE FAIRWEATHER",5,"1","0",6,13,1994,0,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CAPE FAIRWEATHER",5,"1","0",6,22,1991,3,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"CAPE FAIRWEATHER",5,"1","0",7,12,1990,9,1,2,"N",,"from adf&g"
"CAPE FAIRWEATHER",5,"1","0",6,99,1976,0,99,2,"N",,"from adf&g"
"CAPE FAIRWEATHER",5,"1","0",6,10,1992,0,1,2,"N",,"Sease et al, 1993"
"CAPE FAIRWEATHER",5,"1","0",6,17,1989,0,1,2,"N",,"from adf&g"
"CAPE FAIRWEATHER",5,"1","0",6,25,2013,0,4,1,"n","KLS, LF",
"CAPE FAIRWEATHER",5,"1","0",6,9,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE FAIRWEATHER",5,"1","0",6,27,2004,0,2,5,"N",,
"CAPE FAIRWEATHER",5,"1","0",7,13,2010,0,4,1,"Y","Log",
"CAPE FAIRWEATHER",5,"1","0",3,99,1976,258,1,2,"N",,"Calkins and Pitcher 1982"
"CAPE FAIRWEATHER",5,"1","0",6,8,2010,0,4,1,"Y","KLS",
"CAPE FAIRWEATHER",5,"1","0",6,25,2009,0,4,1,"N",,"logs for chkcnt"
"CAPE OMMANEY",5,"0","0",6,27,2015,467,3,1,"Y","KLS","Otter aerial image count. "
"CAPE OMMANEY",5,"0","0",6,27,2015,478,3,1,"Y","LF","Otter aerial image count. "
"CAPE OMMANEY",5,"0","0",1,31,1996,471,1,2,"N",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",6,11,1992,696,1,2,"R",,"from adf&g"
"CAPE OMMANEY",5,"0","0",6,12,1992,755,1,2,"R",,"from adf&g"
"CAPE OMMANEY",5,"0","0",7,5,1992,719,1,2,"R",,"from adf&g"
"CAPE OMMANEY",5,"0","0",3,17,1993,223,1,2,"N",,"checked to excel spreadsheet"
"CAPE OMMANEY",5,"0","0",6,24,2000,288,1,2,"N",,"from ADF&G"
"CAPE OMMANEY",5,"0","0",6,12,1994,428,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CAPE OMMANEY",5,"0","0",12,3,1994,599,1,2,"N",,"adf&g data sheet"
"CAPE OMMANEY",5,"0","0",6,21,1996,332,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CAPE OMMANEY",5,"0","0",6,20,1998,382,1,2,"N",,"Sease & Loughlin 1999med.-format vertical photography"
"CAPE OMMANEY",5,"0","0",7,9,1991,754,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",6,22,1989,363,1,2,"N",,"Loughlin et al, 1992 & DCM data sheet"
"CAPE OMMANEY",5,"0","0",7,14,1984,122,99,2,"N",,"from adf&g"
"CAPE OMMANEY",5,"0","0",7,5,1991,879,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",4,99,1957,350,4,7,"N",,"spring, Mathisen & Lopp 1963"
"CAPE OMMANEY",5,"0","0",6,20,1991,661,1,2,"R",,"Merrick et al, 1992 (91 surv)"
"CAPE OMMANEY",5,"0","0",7,19,1982,415,99,2,"N",,"Calkins & Pitcher ?1984"
"CAPE OMMANEY",5,"0","0",7,4,1990,431,1,2,"N",,"Calkins et al, ?1986"
"CAPE OMMANEY",5,"0","0",6,28,1991,354,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",6,29,1991,882,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",6,30,1991,898,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",7,1,1991,929,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",7,4,1991,922,1,2,"R",,"from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",7,19,1982,213,99,2,"N",,"2nd count on same day; from adf&g, fall 2000"
"CAPE OMMANEY",5,"0","0",6,7,2008,119,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE OMMANEY",5,"0","0",6,7,2008,114,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CAPE OMMANEY",5,"0","0",6,28,2004,191,2,5,"N",,
"CAPE OMMANEY",5,"0","0",7,12,2010,138,3,1,"Y","KLS",
"CAPE OMMANEY",5,"0","0",6,24,2009,274,3,1,"N","SF","logs for chkcnt combined with photo count from south of cape ommaney (113)"
"CAPE OMMANEY",5,"0","0",6,22,2013,502,3,1,"n","KLS",
"CAPE OMMANEY",5,"0","0",6,7,2010,192,3,1,"Y","CJ",
"CAPE OMMANEY",5,"0","0",6,7,2010,191,3,1,"Y","SF",
"CAPE OMMANEY",5,"0","0",7,5,2002,344,2,5,"N",,"Perryman et al., La Jolla"
"CAPE OMMANEY",5,"0","0",6,22,2013,501,3,1,"n","LF",
"CAPE OMMANEY",5,"0","0",7,12,2010,137,3,1,"y","LF",
"CAPE OMMANEY",5,"0","0",6,24,2009,273,3,1,"N","KLS","logs for chkcnt combined with photo count from south of cape ommaney (113)"
"CAPE OMMANEY/S",5,"0","0",6,27,2015,0,3,1,"Y","KLS","Otter aerial image count. "
"CAPE OMMANEY/S",5,"0","0",7,12,2010,87,3,1,"y","LF",
"CAPE OMMANEY/S",5,"0","0",7,12,2010,86,3,1,"Y","KLS",
"CAPE OMMANEY/S",5,"0","0",6,7,2010,125,3,1,"Y","SF",
"CAPE OMMANEY/S",5,"0","0",6,7,2010,124,3,1,"Y","CJ",
"CASE (TLINGIT) POINT",5,"0","0",5,14,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",10,22,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",3,16,2001,1,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",2,18,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",6,24,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"CASE (TLINGIT) POINT",5,"0","0",7,10,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",8,22,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",9,28,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",4,16,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",6,11,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CASE (TLINGIT) POINT",5,"0","0",6,22,1996,0,1,2,"N",,"(CASE POINT)"
"CASE (TLINGIT) POINT",5,"0","0",12,2,1994,45,1,2,"N",,"adf&g data sheet"
"CASE (TLINGIT) POINT",5,"0","0",6,25,2009,0,4,1,"N",,"logs for chkcnt"
"CASE (TLINGIT) POINT",5,"0","0",6,8,2010,0,4,1,"N","KLS",
"CASE (TLINGIT) POINT",5,"0","0",6,24,2013,0,4,1,"n","KLS, LF",
"CASE (TLINGIT) POINT",5,"0","0",6,7,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CIRCLE POINT",5,"0","0",1,9,2003,48,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",11,8,2001,218,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",3,15,2001,74,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",3,21,2003,227,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",10,7,2002,240,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",2,20,2002,69,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",12,3,2003,266,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",10,14,2003,270,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,17,2001,65,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",10,23,2001,286,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",12,13,2002,194,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",11,17,2003,293,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",7,9,2001,1,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",1,5,2004,79,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",5,15,2001,3,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",9,25,2001,45,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",2,25,2004,97,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,16,2003,31,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",3,22,2002,151,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",11,12,2002,145,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,10,2002,24,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",9,9,2003,22,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",1,16,2002,143,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",3,19,2004,97,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,9,2002,5,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,21,2004,74,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,11,2003,51,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",10,24,1993,232,1,2,"N",,"RECONNAISSANCE FLIGHT BY D.  MCALLISTER"
"CIRCLE POINT",5,"0","0",6,21,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CIRCLE POINT",5,"0","0",6,13,1994,0,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CIRCLE POINT",5,"0","0",3,16,1993,85,1,2,"N",,"checked to excel spreadsheet"
"CIRCLE POINT",5,"0","0",6,10,1992,0,1,2,"N",,"Sease et al, 1993"
"CIRCLE POINT",5,"0","0",12,2,1994,0,1,2,"N",,"adf&g data sheet"
"CIRCLE POINT",5,"0","0",8,19,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",6,24,2009,0,4,1,"N",,"logs for chkcnt"
"CIRCLE POINT",5,"0","0",6,7,2010,0,4,1,"N","KLS",
"CIRCLE POINT",5,"0","0",6,23,2013,0,4,1,"n","KLS, LF",
"CIRCLE POINT",5,"0","0",2,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,23,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,22,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",6,8,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CIRCLE POINT",5,"0","0",9,11,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",5,17,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",4,30,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",5,1,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",8,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",5,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",8,23,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",7,16,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",7,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",5,7,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",6,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",6,20,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CIRCLE POINT",5,"0","0",6,12,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"CORONATION",5,"1","0",6,27,2015,132,3,1,"Y","KLS","Otter aerial image count. "
"CORONATION",5,"1","0",6,27,2015,132,3,1,"Y","LF","Otter aerial image count. "
"CORONATION",5,"1","0",6,21,1998,89,1,2,"N",,"Sease & Loughlin 1999med.-format vertical photography"
"CORONATION",5,"1","0",6,11,1992,232,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",6,28,2000,31,1,2,"N",,"from ADF&G"
"CORONATION",5,"1","0",6,21,1996,64,1,2,"N",,"Sease et al, 1999 (96 survey)"
"CORONATION",5,"1","0",1,31,1996,2,1,2,"N",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",12,3,1994,1,1,2,"N",,"adf&g data sheet"
"CORONATION",5,"1","0",6,12,1994,142,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"CORONATION",5,"1","0",3,17,1993,0,1,2,"N",,"checked to excel spreadsheet"
"CORONATION",5,"1","0",7,5,1992,528,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",6,12,1992,258,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",7,4,1990,374,1,2,"N",,"Calkins et al, ?1986"
"CORONATION",5,"1","0",6,22,1989,20,1,2,"N",,"DCM data sheet"
"CORONATION",5,"1","0",7,9,1991,552,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",7,19,1982,74,99,2,"N",,"Calkins & Pitcher ?1984"
"CORONATION",5,"1","0",5,99,1975,0,99,2,"N",,"Calkins & Pitcher ?1984"
"CORONATION",5,"1","0",6,20,1991,438,1,2,"R",,"Merrick et al, 1992 (91 surv)"
"CORONATION",5,"1","0",6,28,1991,537,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",6,29,1991,701,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",6,30,1991,541,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",7,1,1991,623,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",7,4,1991,663,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",7,5,1991,622,1,2,"R",,"from adf&g, fall 2000"
"CORONATION",5,"1","0",6,22,2013,7,3,1,"n","LF",
"CORONATION",5,"1","0",6,28,2004,191,2,5,"N",,
"CORONATION",5,"1","0",6,7,2010,252,3,1,"Y","SF",
"CORONATION",5,"1","0",7,5,2002,46,2,5,"N",,"Perryman et al., La Jolla"
"CORONATION",5,"1","0",6,8,2008,280,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"CORONATION",5,"1","0",6,24,2009,5,4,1,"N",,"logs for chkcnt"
"CORONATION",5,"1","0",6,22,2013,7,3,1,"n","KLS",
"CORONATION",5,"1","0",7,12,2010,180,3,1,"y","LF",
"CORONATION",5,"1","0",7,12,2010,176,3,1,"Y","KLS",
"CORONATION",5,"1","0",6,7,2010,255,3,1,"Y","CJ",
"CORONATION",5,"1","0",6,8,2008,278,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"DOROTHY",5,"0","0",4,18,2002,283,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",5,15,2001,15,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",4,22,2003,236,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",3,21,2003,28,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",4,11,2003,215,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",5,17,2004,13,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",5,1,2002,32,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",3,19,2004,34,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",4,23,2002,73,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",4,16,2003,30,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",4,21,2004,63,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",10,24,1993,0,1,2,"N",,"RECONNAISSANCE FLIGHT BY D.  MCALLISTER"
"DOROTHY",5,"0","0",6,13,1994,0,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"DOROTHY",5,"0","0",12,2,1994,0,1,2,"N",,"adf&g data sheet"
"DOROTHY",5,"0","0",10,26,1995,0,7,2,"N",,"from adf&g, fall 2000"
"DOROTHY",5,"0","0",12,28,1995,0,7,2,"N",,"from adf&g, fall 2000"
"DOROTHY",5,"0","0",6,21,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"DOROTHY",5,"0","0",6,10,1992,0,1,2,"N",,"from adf&g, fall 2000"
"DOROTHY",5,"0","0",3,16,1993,0,1,2,"N",,"from adf&g, fall 2000"
"DOROTHY",5,"0","0",7,9,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",3,15,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",7,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",5,7,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",6,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",6,20,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",6,12,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",5,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",1,16,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",2,20,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",7,16,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",2,25,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"DOROTHY",5,"0","0",3,22,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
